model,prompt_id,score
llama-chat,gsm8k-573,1
llama-chat,gsm8k-574,0
llama-chat,gsm8k-575,0
llama-chat,gsm8k-576,0
llama-chat,gsm8k-577,0
llama-chat,gsm8k-578,0
llama-chat,gsm8k-579,1
llama-chat,gsm8k-580,0
llama-chat,gsm8k-581,1
llama-chat,gsm8k-582,0
llama-chat,gsm8k-583,0
llama-chat,gsm8k-584,0
llama-chat,gsm8k-585,0
llama-chat,gsm8k-586,1
llama-chat,gsm8k-587,0
llama-chat,gsm8k-588,1
llama-chat,gsm8k-589,0
llama-chat,gsm8k-590,0
llama-chat,gsm8k-591,1
llama-chat,gsm8k-592,1
llama-chat,gsm8k-593,0
llama-chat,gsm8k-594,1
llama-chat,gsm8k-595,0
llama-chat,gsm8k-596,1
llama-chat,gsm8k-597,1
llama-chat,gsm8k-598,0
llama-chat,gsm8k-599,0
llama-chat,gsm8k-600,1
llama-chat,gsm8k-601,1
llama-chat,gsm8k-602,1
llama-chat,gsm8k-603,0
llama-chat,gsm8k-604,1
llama-chat,gsm8k-605,1
llama-chat,gsm8k-606,0
llama-chat,gsm8k-607,0
llama-chat,gsm8k-608,0
llama-chat,gsm8k-609,0
llama-chat,gsm8k-610,0
llama-chat,gsm8k-611,0
llama-chat,gsm8k-612,0
llama-chat,gsm8k-613,1
llama-chat,gsm8k-614,1
llama-chat,gsm8k-615,1
llama-chat,gsm8k-616,1
llama-chat,gsm8k-617,1
llama-chat,gsm8k-618,0
llama-chat,gsm8k-619,1
llama-chat,gsm8k-620,1
llama-chat,gsm8k-621,1
llama-chat,gsm8k-622,0
llama-chat,gsm8k-623,1
llama-chat,gsm8k-624,1
llama-chat,gsm8k-625,1
llama-chat,gsm8k-626,1
llama-chat,gsm8k-627,1
llama-chat,gsm8k-628,0
llama-chat,gsm8k-629,0
llama-chat,gsm8k-630,1
llama-chat,gsm8k-631,0
llama-chat,gsm8k-632,0
llama-chat,gsm8k-633,0
llama-chat,gsm8k-634,1
llama-chat,gsm8k-635,1
llama-chat,gsm8k-636,1
llama-chat,gsm8k-637,1
llama-chat,gsm8k-638,1
llama-chat,gsm8k-639,0
llama-chat,gsm8k-640,0
llama-chat,gsm8k-641,0
llama-chat,gsm8k-642,0
llama-chat,gsm8k-643,1
llama-chat,gsm8k-644,1
llama-chat,gsm8k-645,1
llama-chat,gsm8k-646,1
llama-chat,gsm8k-647,1
llama-chat,gsm8k-648,0
llama-chat,gsm8k-649,0
llama-chat,gsm8k-650,1
llama-chat,gsm8k-651,0
llama-chat,gsm8k-652,0
llama-chat,gsm8k-653,1
llama-chat,gsm8k-654,0
llama-chat,gsm8k-655,1
llama-chat,gsm8k-656,0
llama-chat,gsm8k-657,1
llama-chat,gsm8k-658,0
llama-chat,gsm8k-659,1
llama-chat,gsm8k-660,0
llama-chat,gsm8k-661,1
llama-chat,gsm8k-662,1
llama-chat,gsm8k-663,0
llama-chat,gsm8k-664,1
llama-chat,gsm8k-665,1
llama-chat,gsm8k-666,0
llama-chat,gsm8k-667,1
llama-chat,gsm8k-668,1
llama-chat,gsm8k-669,1
llama-chat,gsm8k-670,1
llama-chat,gsm8k-671,0
llama-chat,gsm8k-672,0
llama-chat,gsm8k-673,0
llama-chat,gsm8k-674,1
llama-chat,gsm8k-675,0
llama-chat,gsm8k-676,0
llama-chat,gsm8k-677,0
llama-chat,gsm8k-678,1
llama-chat,gsm8k-679,1
llama-chat,gsm8k-680,1
llama-chat,gsm8k-681,0
llama-chat,gsm8k-682,0
llama-chat,gsm8k-683,1
llama-chat,gsm8k-684,1
llama-chat,gsm8k-685,1
llama-chat,gsm8k-686,1
llama-chat,gsm8k-687,0
llama-chat,gsm8k-688,1
llama-chat,gsm8k-689,0
llama-chat,gsm8k-690,0
llama-chat,gsm8k-691,0
llama-chat,gsm8k-692,1
llama-chat,gsm8k-693,0
llama-chat,gsm8k-694,0
llama-chat,gsm8k-695,1
llama-chat,gsm8k-696,0
llama-chat,gsm8k-697,1
llama-chat,gsm8k-698,1
llama-chat,gsm8k-699,1
llama-chat,gsm8k-700,1
llama-chat,gsm8k-701,1
llama-chat,gsm8k-702,1
llama-chat,gsm8k-703,1
llama-chat,gsm8k-704,1
llama-chat,gsm8k-705,1
llama-chat,gsm8k-706,0
llama-chat,gsm8k-707,1
llama-chat,gsm8k-708,1
llama-chat,gsm8k-709,1
llama-chat,gsm8k-710,0
llama-chat,gsm8k-711,0
llama-chat,gsm8k-712,1
llama-chat,gsm8k-713,0
llama-chat,gsm8k-714,0
llama-chat,gsm8k-715,1
llama-chat,gsm8k-716,1
llama-chat,gsm8k-717,1
llama-chat,gsm8k-718,0
llama-chat,gsm8k-719,1
llama-chat,gsm8k-720,1
llama-chat,gsm8k-721,1
llama-chat,gsm8k-722,1
llama-chat,gsm8k-723,1
llama-chat,gsm8k-724,0
llama-chat,gsm8k-725,0
llama-chat,gsm8k-726,0
llama-chat,gsm8k-727,0
llama-chat,gsm8k-728,1
llama-chat,gsm8k-729,0
llama-chat,gsm8k-730,1
llama-chat,gsm8k-731,0
llama-chat,gsm8k-732,0
llama-chat,gsm8k-733,1
llama-chat,gsm8k-734,1
llama-chat,gsm8k-735,0
llama-chat,gsm8k-736,0
llama-chat,gsm8k-737,0
llama-chat,gsm8k-738,1
llama-chat,gsm8k-739,1
llama-chat,gsm8k-740,0
llama-chat,gsm8k-741,1
llama-chat,gsm8k-742,0
llama-chat,gsm8k-743,1
llama-chat,gsm8k-744,1
llama-chat,gsm8k-745,1
llama-chat,gsm8k-746,1
llama-chat,gsm8k-747,1
llama-chat,gsm8k-748,0
llama-chat,gsm8k-749,0
llama-chat,gsm8k-750,0
llama-chat,gsm8k-751,1
llama-chat,gsm8k-752,1
llama-chat,gsm8k-753,0
llama-chat,gsm8k-754,0
llama-chat,gsm8k-755,0
llama-chat,gsm8k-756,0
llama-chat,gsm8k-757,0
llama-chat,gsm8k-758,1
llama-chat,gsm8k-759,1
llama-chat,gsm8k-760,0
llama-chat,gsm8k-761,0
llama-chat,gsm8k-762,1
llama-chat,gsm8k-763,0
llama-chat,gsm8k-764,1
llama-chat,gsm8k-765,0
llama-chat,gsm8k-766,1
llama-chat,gsm8k-767,1
llama-chat,gsm8k-768,0
llama-chat,gsm8k-769,0
llama-chat,gsm8k-770,1
llama-chat,gsm8k-771,0
llama-chat,gsm8k-772,0
llama-chat,gsm8k-773,0
llama-chat,gsm8k-774,0
llama-chat,gsm8k-775,1
llama-chat,gsm8k-776,1
llama-chat,gsm8k-777,0
llama-chat,gsm8k-778,1
llama-chat,gsm8k-779,0
llama-chat,gsm8k-780,0
llama-chat,gsm8k-781,0
llama-chat,gsm8k-782,0
llama-chat,gsm8k-783,0
llama-chat,gsm8k-784,0
llama-chat,gsm8k-785,1
llama-chat,gsm8k-786,1
llama-chat,gsm8k-787,1
llama-chat,gsm8k-788,0
llama-chat,gsm8k-789,1
llama-chat,gsm8k-790,0
llama-chat,gsm8k-791,1
llama-chat,gsm8k-792,1
llama-chat,gsm8k-793,1
llama-chat,gsm8k-794,0
llama-chat,gsm8k-795,1
llama-chat,gsm8k-796,0
llama-chat,gsm8k-797,0
llama-chat,gsm8k-798,1
llama-chat,gsm8k-799,1
llama-chat,gsm8k-800,1
llama-chat,gsm8k-801,0
llama-chat,gsm8k-802,0
llama-chat,gsm8k-803,1
llama-chat,gsm8k-804,1
llama-chat,gsm8k-805,1
llama-chat,gsm8k-806,0
llama-chat,gsm8k-807,1
llama-chat,gsm8k-808,0
llama-chat,gsm8k-809,0
llama-chat,gsm8k-810,0
llama-chat,gsm8k-811,1
llama-chat,gsm8k-812,0
llama-chat,gsm8k-813,1
llama-chat,gsm8k-814,0
llama-chat,gsm8k-815,0
llama-chat,gsm8k-816,0
llama-chat,gsm8k-817,1
llama-chat,gsm8k-818,0
llama-chat,gsm8k-819,1
llama-chat,gsm8k-820,0
llama-chat,gsm8k-821,1
llama-chat,gsm8k-822,1
llama-chat,gsm8k-823,0
llama-chat,gsm8k-824,1
llama-chat,gsm8k-825,0
llama-chat,gsm8k-826,0
llama-chat,gsm8k-827,0
llama-chat,gsm8k-828,1
llama-chat,gsm8k-829,0
llama-chat,gsm8k-830,0
llama-chat,gsm8k-831,1
llama-chat,gsm8k-832,0
llama-chat,gsm8k-833,0
llama-chat,gsm8k-834,1
llama-chat,gsm8k-835,0
llama-chat,gsm8k-836,1
llama-chat,gsm8k-837,0
llama-chat,gsm8k-838,0
llama-chat,gsm8k-839,1
llama-chat,gsm8k-840,0
llama-chat,gsm8k-841,1
llama-chat,gsm8k-842,1
llama-chat,gsm8k-843,0
llama-chat,gsm8k-844,0
llama-chat,gsm8k-845,0
llama-chat,gsm8k-846,1
llama-chat,gsm8k-847,1
llama-chat,gsm8k-848,0
llama-chat,gsm8k-849,1
llama-chat,gsm8k-850,0
llama-chat,gsm8k-851,1
llama-chat,gsm8k-852,1
llama-chat,gsm8k-853,1
llama-chat,gsm8k-854,0
llama-chat,gsm8k-855,0
llama-chat,gsm8k-856,0
llama-chat,gsm8k-857,1
llama-chat,gsm8k-858,0
llama-chat,gsm8k-859,1
llama-chat,gsm8k-860,0
llama-chat,gsm8k-861,1
llama-chat,gsm8k-862,0
llama-chat,gsm8k-863,0
llama-chat,gsm8k-864,0
llama-chat,gsm8k-865,1
llama-chat,gsm8k-866,0
llama-chat,gsm8k-867,1
llama-chat,gsm8k-868,0
llama-chat,gsm8k-869,1
llama-chat,gsm8k-870,1
llama-chat,gsm8k-871,0
llama-chat,gsm8k-872,0
llama-chat,gsm8k-873,1
llama-chat,gsm8k-874,1
llama-chat,gsm8k-875,1
llama-chat,gsm8k-876,0
llama-chat,gsm8k-877,0
llama-chat,gsm8k-878,0
llama-chat,gsm8k-879,1
llama-chat,gsm8k-880,0
llama-chat,gsm8k-881,0
llama-chat,gsm8k-882,0
llama-chat,gsm8k-883,0
llama-chat,gsm8k-884,1
llama-chat,gsm8k-885,0
llama-chat,gsm8k-886,1
llama-chat,gsm8k-887,0
llama-chat,gsm8k-888,1
llama-chat,gsm8k-889,1
llama-chat,gsm8k-890,0
llama-chat,gsm8k-891,0
llama-chat,gsm8k-892,0
llama-chat,gsm8k-893,0
llama-chat,gsm8k-894,0
llama-chat,gsm8k-895,1
llama-chat,gsm8k-896,1
llama-chat,gsm8k-897,0
llama-chat,gsm8k-898,0
llama-chat,gsm8k-899,1
llama-chat,gsm8k-900,0
llama-chat,gsm8k-901,0
llama-chat,gsm8k-902,1
llama-chat,gsm8k-903,0
llama-chat,gsm8k-904,1
llama-chat,gsm8k-905,0
llama-chat,gsm8k-906,0
llama-chat,gsm8k-907,1
llama-chat,gsm8k-908,0
llama-chat,gsm8k-909,1
llama-chat,gsm8k-910,0
llama-chat,gsm8k-911,1
llama-chat,gsm8k-912,0
llama-chat,gsm8k-913,0
llama-chat,gsm8k-914,1
llama-chat,gsm8k-915,1
llama-chat,gsm8k-916,0
llama-chat,gsm8k-917,0
llama-chat,gsm8k-918,0
llama-chat,gsm8k-919,1
llama-chat,gsm8k-920,1
llama-chat,gsm8k-921,0
llama-chat,gsm8k-922,0
llama-chat,gsm8k-923,0
llama-chat,gsm8k-924,1
llama-chat,gsm8k-925,1
llama-chat,gsm8k-926,0
llama-chat,gsm8k-927,1
llama-chat,gsm8k-928,0
llama-chat,gsm8k-929,1
llama-chat,gsm8k-930,0
llama-chat,gsm8k-931,0
llama-chat,gsm8k-932,0
llama-chat,gsm8k-933,1
llama-chat,gsm8k-934,1
llama-chat,gsm8k-935,0
llama-chat,gsm8k-936,0
llama-chat,gsm8k-937,0
llama-chat,gsm8k-938,1
llama-chat,gsm8k-939,1
llama-chat,gsm8k-940,1
llama-chat,gsm8k-941,1
llama-chat,gsm8k-942,0
llama-chat,gsm8k-943,0
llama-chat,gsm8k-944,1
llama-chat,gsm8k-945,0
llama-chat,gsm8k-946,0
llama-chat,gsm8k-947,1
llama-chat,gsm8k-948,0
llama-chat,gsm8k-949,0
llama-chat,gsm8k-950,0
llama-chat,gsm8k-951,0
llama-chat,gsm8k-952,1
llama-chat,gsm8k-953,0
llama-chat,gsm8k-954,0
llama-chat,gsm8k-955,0
llama-chat,gsm8k-956,0
llama-chat,gsm8k-957,1
llama-chat,gsm8k-958,1
llama-chat,gsm8k-959,0
llama-chat,gsm8k-960,0
llama-chat,gsm8k-961,1
llama-chat,gsm8k-962,0
llama-chat,gsm8k-963,0
llama-chat,gsm8k-964,0
llama-chat,gsm8k-965,0
llama-chat,gsm8k-966,0
llama-chat,gsm8k-967,0
llama-chat,gsm8k-968,0
llama-chat,gsm8k-969,1
llama-chat,gsm8k-970,1
llama-chat,gsm8k-971,0
llama-chat,gsm8k-972,0
llama-chat,gsm8k-973,0
llama-chat,gsm8k-974,0
llama-chat,gsm8k-975,0
llama-chat,gsm8k-976,0
llama-chat,gsm8k-977,0
llama-chat,gsm8k-978,1
llama-chat,gsm8k-979,0
llama-chat,gsm8k-980,1
llama-chat,gsm8k-981,0
llama-chat,gsm8k-982,1
llama-chat,gsm8k-983,1
llama-chat,gsm8k-984,0
llama-chat,gsm8k-985,1
llama-chat,gsm8k-986,1
llama-chat,gsm8k-987,1
llama-chat,gsm8k-988,1
llama-chat,gsm8k-989,1
llama-chat,gsm8k-990,0
llama-chat,gsm8k-991,0
llama-chat,gsm8k-992,1
llama-chat,gsm8k-993,0
llama-chat,gsm8k-994,1
llama-chat,gsm8k-995,1
llama-chat,gsm8k-996,0
llama-chat,gsm8k-997,0
llama-chat,gsm8k-998,1
llama-chat,gsm8k-999,0
llama-chat,gsm8k-1000,0
llama-chat,gsm8k-1001,1
llama-chat,gsm8k-1002,1
llama-chat,gsm8k-1003,0
llama-chat,gsm8k-1004,0
llama-chat,gsm8k-1005,1
llama-chat,gsm8k-1006,0
llama-chat,gsm8k-1007,1
llama-chat,gsm8k-1008,1
llama-chat,gsm8k-1009,0
llama-chat,gsm8k-1010,1
llama-chat,gsm8k-1011,0
llama-chat,gsm8k-1012,0
llama-chat,gsm8k-1013,1
llama-chat,gsm8k-1014,0
llama-chat,gsm8k-1015,0
llama-chat,gsm8k-1016,0
llama-chat,gsm8k-1017,0
llama-chat,gsm8k-1018,1
llama-chat,gsm8k-1019,1
llama-chat,gsm8k-1020,1
llama-chat,gsm8k-1021,0
llama-chat,gsm8k-1022,1
llama-chat,gsm8k-1023,1
llama-chat,gsm8k-1024,1
llama-chat,gsm8k-1025,1
llama-chat,gsm8k-1026,1
llama-chat,gsm8k-1027,0
llama-chat,gsm8k-1028,1
llama-chat,gsm8k-1029,0
llama-chat,gsm8k-1030,0
llama-chat,gsm8k-1031,1
llama-chat,gsm8k-1032,0
llama-chat,gsm8k-1033,1
llama-chat,gsm8k-1034,1
llama-chat,gsm8k-1035,0
llama-chat,gsm8k-1036,1
llama-chat,gsm8k-1037,0
llama-chat,gsm8k-1038,0
llama-chat,gsm8k-1039,0
llama-chat,gsm8k-1040,0
llama-chat,gsm8k-1041,1
llama-chat,gsm8k-1042,0
llama-chat,gsm8k-1043,1
llama-chat,gsm8k-1044,0
llama-chat,gsm8k-1045,0
llama-chat,gsm8k-1046,0
llama-chat,gsm8k-1047,0
llama-chat,gsm8k-1048,0
llama-chat,gsm8k-1049,1
llama-chat,gsm8k-1050,1
llama-chat,gsm8k-1051,1
llama-chat,gsm8k-1052,1
llama-chat,gsm8k-1053,1
llama-chat,gsm8k-1054,1
llama-chat,gsm8k-1055,1
llama-chat,gsm8k-1056,1
llama-chat,gsm8k-1057,1
llama-chat,gsm8k-1058,1
llama-chat,gsm8k-1059,0
llama-chat,gsm8k-1060,0
llama-chat,gsm8k-1061,1
llama-chat,gsm8k-1062,1
llama-chat,gsm8k-1063,1
llama-chat,gsm8k-1064,0
llama-chat,gsm8k-1065,1
llama-chat,gsm8k-1066,1
llama-chat,gsm8k-1067,0
llama-chat,gsm8k-1068,0
llama-chat,gsm8k-1069,0
llama-chat,gsm8k-1070,0
llama-chat,gsm8k-1071,1
llama-chat,gsm8k-1072,0
llama-chat,gsm8k-1073,0
llama-chat,gsm8k-1074,1
llama-chat,gsm8k-1075,0
llama-chat,gsm8k-1076,1
llama-chat,gsm8k-1077,1
llama-chat,gsm8k-1078,1
llama-chat,gsm8k-1079,0
llama-chat,gsm8k-1080,1
llama-chat,gsm8k-1081,1
llama-chat,gsm8k-1082,0
llama-chat,gsm8k-1083,1
llama-chat,gsm8k-1084,1
llama-chat,gsm8k-1085,1
llama-chat,gsm8k-1086,0
llama-chat,gsm8k-1087,1
llama-chat,gsm8k-1088,1
llama-chat,gsm8k-1089,0
llama-chat,gsm8k-1090,1
llama-chat,gsm8k-1091,1
llama-chat,gsm8k-1092,1
llama-chat,gsm8k-1093,0
llama-chat,gsm8k-1094,0
llama-chat,gsm8k-1095,0
llama-chat,gsm8k-1096,0
llama-chat,gsm8k-1097,1
llama-chat,gsm8k-1098,1
llama-chat,gsm8k-1099,1
llama-chat,gsm8k-1100,1
llama-chat,gsm8k-1101,1
llama-chat,gsm8k-1102,0
llama-chat,gsm8k-1103,0
llama-chat,gsm8k-1104,0
llama-chat,gsm8k-1105,0
llama-chat,gsm8k-1106,1
llama-chat,gsm8k-1107,0
llama-chat,gsm8k-1108,0
llama-chat,gsm8k-1109,1
llama-chat,gsm8k-1110,0
llama-chat,gsm8k-1111,1
llama-chat,gsm8k-1112,1
llama-chat,gsm8k-1113,1
llama-chat,gsm8k-1114,1
llama-chat,gsm8k-1115,0
llama-chat,gsm8k-1116,1
llama-chat,gsm8k-1117,0
llama-chat,gsm8k-1118,0
llama-chat,gsm8k-1119,1
llama-chat,gsm8k-1120,0
llama-chat,gsm8k-1121,1
llama-chat,gsm8k-1122,0
llama-chat,gsm8k-1123,1
llama-chat,gsm8k-1124,0
llama-chat,gsm8k-1125,1
llama-chat,gsm8k-1126,0
llama-chat,gsm8k-1127,1
llama-chat,gsm8k-1128,0
llama-chat,gsm8k-1129,0
llama-chat,gsm8k-1130,1
llama-chat,gsm8k-1131,0
llama-chat,gsm8k-1132,0
llama-chat,gsm8k-1133,0
llama-chat,gsm8k-1134,1
llama-chat,gsm8k-1135,1
llama-chat,gsm8k-1136,0
llama-chat,gsm8k-1137,0
llama-chat,gsm8k-1138,0
llama-chat,gsm8k-1139,0
llama-chat,gsm8k-1140,0
llama-chat,gsm8k-1141,1
llama-chat,gsm8k-1142,1
llama-chat,gsm8k-1143,1
llama-chat,gsm8k-1144,0
llama-chat,gsm8k-1145,1
llama-chat,gsm8k-1146,1
llama-chat,gsm8k-1147,0
llama-chat,gsm8k-1148,1
llama-chat,gsm8k-1149,1
llama-chat,gsm8k-1150,1
llama-chat,gsm8k-1151,1
llama-chat,gsm8k-1152,1
llama-chat,gsm8k-1153,0
llama-chat,gsm8k-1154,1
llama-chat,gsm8k-1155,1
llama-chat,gsm8k-1156,0
llama-chat,gsm8k-1157,0
llama-chat,gsm8k-1158,0
llama-chat,gsm8k-1159,1
llama-chat,gsm8k-1160,1
llama-chat,gsm8k-1161,0
llama-chat,gsm8k-1162,1
llama-chat,gsm8k-1163,1
llama-chat,gsm8k-1164,1
llama-chat,gsm8k-1165,0
llama-chat,gsm8k-1166,0
llama-chat,gsm8k-1167,1
llama-chat,gsm8k-1168,0
llama-chat,gsm8k-1169,0
llama-chat,gsm8k-1170,0
llama-chat,gsm8k-1171,0
llama-chat,gsm8k-1172,1
llama-chat,gsm8k-1173,0
llama-chat,gsm8k-1174,0
llama-chat,gsm8k-1175,0
llama-chat,gsm8k-1176,0
llama-chat,gsm8k-1177,0
llama-chat,gsm8k-1178,0
llama-chat,gsm8k-1179,0
llama-chat,gsm8k-1180,0
llama-chat,gsm8k-1181,0
llama-chat,gsm8k-1182,1
llama-chat,gsm8k-1183,0
llama-chat,gsm8k-1184,1
llama-chat,gsm8k-1185,0
llama-chat,gsm8k-1186,1
llama-chat,gsm8k-1187,0
llama-chat,gsm8k-1188,0
llama-chat,gsm8k-1189,1
llama-chat,gsm8k-1190,0
llama-chat,gsm8k-1191,1
llama-chat,gsm8k-1192,1
llama-chat,gsm8k-1193,0
llama-chat,gsm8k-1194,1
llama-chat,gsm8k-1195,0
llama-chat,gsm8k-1196,1
llama-chat,gsm8k-1197,1
llama-chat,gsm8k-1198,0
llama-chat,gsm8k-1199,0
llama-chat,gsm8k-1200,0
llama-chat,gsm8k-1201,0
llama-chat,gsm8k-1202,0
llama-chat,gsm8k-1203,1
llama-chat,gsm8k-1204,1
llama-chat,gsm8k-1205,0
llama-chat,gsm8k-1206,1
llama-chat,gsm8k-1207,0
llama-chat,gsm8k-1208,0
llama-chat,gsm8k-1209,0
llama-chat,gsm8k-1210,1
llama-chat,gsm8k-1211,0
llama-chat,gsm8k-1212,1
llama-chat,gsm8k-1213,1
llama-chat,gsm8k-1214,0
llama-chat,gsm8k-1215,0
llama-chat,gsm8k-1216,1
llama-chat,gsm8k-1217,0
llama-chat,gsm8k-1218,0
llama-chat,gsm8k-1219,1
llama-chat,gsm8k-1220,1
llama-chat,gsm8k-1221,0
llama-chat,gsm8k-1222,0
llama-chat,gsm8k-1223,1
llama-chat,gsm8k-1224,0
llama-chat,gsm8k-1225,0
llama-chat,gsm8k-1226,0
llama-chat,gsm8k-1227,0
llama-chat,gsm8k-1228,0
llama-chat,gsm8k-1229,1
llama-chat,gsm8k-1230,1
llama-chat,gsm8k-1231,0
llama-chat,gsm8k-1232,1
llama-chat,gsm8k-1233,0
llama-chat,gsm8k-1234,0
llama-chat,gsm8k-1235,1
llama-chat,gsm8k-1236,0
llama-chat,gsm8k-1237,1
llama-chat,gsm8k-1238,1
llama-chat,gsm8k-1239,0
llama-chat,gsm8k-1240,1
llama-chat,gsm8k-1241,0
llama-chat,gsm8k-1242,1
llama-chat,gsm8k-1243,1
llama-chat,gsm8k-1244,1
llama-chat,gsm8k-1245,1
llama-chat,gsm8k-1246,1
llama-chat,gsm8k-1247,0
llama-chat,gsm8k-1248,0
llama-chat,gsm8k-1249,0
llama-chat,gsm8k-1250,1
llama-chat,gsm8k-1251,0
llama-chat,gsm8k-1252,0
llama-chat,gsm8k-1253,0
llama-chat,gsm8k-1254,1
llama-chat,gsm8k-1255,0
llama-chat,gsm8k-1256,0
llama-chat,gsm8k-1257,1
llama-chat,gsm8k-1258,0
llama-chat,gsm8k-1259,0
llama-chat,gsm8k-1260,1
llama-chat,gsm8k-1261,0
llama-chat,gsm8k-1262,1
llama-chat,gsm8k-1263,0
llama-chat,gsm8k-1264,0
llama-chat,gsm8k-1265,1
llama-chat,gsm8k-1266,0
llama-chat,gsm8k-1267,1
llama-chat,gsm8k-1268,1
llama-chat,gsm8k-1269,0
llama-chat,gsm8k-1270,1
llama-chat,gsm8k-1271,0
llama-chat,gsm8k-1272,0
llama-chat,gsm8k-1273,0
llama-chat,gsm8k-1274,1
llama-chat,gsm8k-1275,1
llama-chat,gsm8k-1276,0
llama-chat,gsm8k-1277,1
llama-chat,gsm8k-1278,1
llama-chat,gsm8k-1279,1
llama-chat,gsm8k-1280,0
llama-chat,gsm8k-1281,1
llama-chat,gsm8k-1282,1
llama-chat,gsm8k-1283,0
llama-chat,gsm8k-1284,0
llama-chat,gsm8k-1285,1
llama-chat,gsm8k-1286,1
llama-chat,gsm8k-1287,1
llama-chat,gsm8k-1288,0
llama-chat,gsm8k-1289,1
llama-chat,gsm8k-1290,1
llama-chat,gsm8k-1291,0
llama-chat,gsm8k-1292,1
llama-chat,gsm8k-1293,1
llama-chat,gsm8k-1294,0
llama-chat,gsm8k-1295,0
llama-chat,gsm8k-1296,1
llama-chat,gsm8k-1297,0
llama-chat,gsm8k-1298,0
llama-chat,gsm8k-1299,1
llama-chat,gsm8k-1300,1
llama-chat,gsm8k-1301,0
llama-chat,gsm8k-1302,1
llama-chat,gsm8k-1303,0
llama-chat,gsm8k-1304,1
llama-chat,gsm8k-1305,1
llama-chat,gsm8k-1306,0
llama-chat,gsm8k-1307,0
llama-chat,gsm8k-1308,1
llama-chat,gsm8k-1309,0
llama-chat,gsm8k-1310,0
llama-chat,gsm8k-1311,1
llama-chat,gsm8k-1312,1
llama-chat,gsm8k-1313,0
llama-chat,gsm8k-1314,0
llama-chat,gsm8k-1315,1
llama-chat,gsm8k-1316,0
llama-chat,gsm8k-1317,0
llama-chat,gsm8k-1318,0
metamath,gsm8k-0,1
metamath,gsm8k-1,1
metamath,gsm8k-2,0
metamath,gsm8k-3,1
metamath,gsm8k-4,1
metamath,gsm8k-5,1
metamath,gsm8k-6,1
metamath,gsm8k-7,0
metamath,gsm8k-8,1
metamath,gsm8k-9,1
metamath,gsm8k-10,1
metamath,gsm8k-11,0
metamath,gsm8k-12,0
metamath,gsm8k-13,0
metamath,gsm8k-14,1
metamath,gsm8k-15,0
metamath,gsm8k-16,1
metamath,gsm8k-17,1
metamath,gsm8k-18,1
metamath,gsm8k-19,0
metamath,gsm8k-20,0
metamath,gsm8k-21,1
metamath,gsm8k-22,1
metamath,gsm8k-23,1
metamath,gsm8k-24,1
metamath,gsm8k-25,1
metamath,gsm8k-26,1
metamath,gsm8k-27,1
metamath,gsm8k-28,1
metamath,gsm8k-29,1
metamath,gsm8k-30,1
metamath,gsm8k-31,0
metamath,gsm8k-32,1
metamath,gsm8k-33,1
metamath,gsm8k-34,1
metamath,gsm8k-35,1
metamath,gsm8k-36,1
metamath,gsm8k-37,0
metamath,gsm8k-38,0
metamath,gsm8k-39,1
metamath,gsm8k-40,1
metamath,gsm8k-41,0
metamath,gsm8k-42,1
metamath,gsm8k-43,1
metamath,gsm8k-44,0
metamath,gsm8k-45,1
metamath,gsm8k-46,1
metamath,gsm8k-47,0
metamath,gsm8k-48,1
metamath,gsm8k-49,1
metamath,gsm8k-50,1
metamath,gsm8k-51,1
metamath,gsm8k-52,1
metamath,gsm8k-53,1
metamath,gsm8k-54,1
metamath,gsm8k-55,1
metamath,gsm8k-56,1
metamath,gsm8k-57,1
metamath,gsm8k-58,1
metamath,gsm8k-59,1
metamath,gsm8k-60,1
metamath,gsm8k-61,1
metamath,gsm8k-62,0
metamath,gsm8k-63,0
metamath,gsm8k-64,1
metamath,gsm8k-65,1
metamath,gsm8k-66,1
metamath,gsm8k-67,0
metamath,gsm8k-68,1
metamath,gsm8k-69,1
metamath,gsm8k-70,1
metamath,gsm8k-71,1
metamath,gsm8k-72,1
metamath,gsm8k-73,1
metamath,gsm8k-74,0
metamath,gsm8k-75,0
metamath,gsm8k-76,0
metamath,gsm8k-77,1
metamath,gsm8k-78,1
metamath,gsm8k-79,1
metamath,gsm8k-80,1
metamath,gsm8k-81,1
metamath,gsm8k-82,1
metamath,gsm8k-83,1
metamath,gsm8k-84,1
metamath,gsm8k-85,0
metamath,gsm8k-86,1
metamath,gsm8k-87,0
metamath,gsm8k-88,1
metamath,gsm8k-89,0
metamath,gsm8k-90,1
metamath,gsm8k-91,1
metamath,gsm8k-92,1
metamath,gsm8k-93,1
metamath,gsm8k-94,1
metamath,gsm8k-95,1
metamath,gsm8k-96,1
metamath,gsm8k-97,1
metamath,gsm8k-98,1
metamath,gsm8k-99,1
metamath,gsm8k-100,1
metamath,gsm8k-101,1
metamath,gsm8k-102,1
metamath,gsm8k-103,1
metamath,gsm8k-104,1
metamath,gsm8k-105,1
metamath,gsm8k-106,0
metamath,gsm8k-107,1
metamath,gsm8k-108,0
metamath,gsm8k-109,1
metamath,gsm8k-110,1
metamath,gsm8k-111,0
metamath,gsm8k-112,1
metamath,gsm8k-113,1
metamath,gsm8k-114,1
metamath,gsm8k-115,0
metamath,gsm8k-116,1
metamath,gsm8k-117,1
metamath,gsm8k-118,1
metamath,gsm8k-119,0
metamath,gsm8k-120,1
metamath,gsm8k-121,1
metamath,gsm8k-122,0
